sentence_id|generated_sentence|language
LJ012-0180|The murderer explained that he had first fired a pistol at Weare's head, but the shot glanced off his cheek.|English
LJ012-0181|Then he attacked the other's throat with a penknife, and last of all drove the pistol barrel into his forehead.|English
LJ012-0182|After the murder the villains divided the spoil, and went on to Probert's cottage, and supped off pork-chops brought down on purpose.|English
LJ012-0183|During the night they sought to dispose of the body by throwing it into a pond, but two days later had to throw it into another pond.|English
LJ012-0184|Meanwhile the discovery of pistol and knife spattered with human blood and brains|English
LJ012-0185|raised the alarm, and suspicion fell upon the three murderers, who were arrested.|English
LJ012-0186|The crime was brought home to Thurtell by the confession of Hunt,|English
LJ012-0187|one of his accomplices, who took the police to the pond, where the remains of the unfortunate Mr. Weare were discovered, sunk in a sack weighted by stones.|English
LJ012-0188|Probert was then admitted as a witness, and the case was fully proved against Thurtell, who was hanged in front of Hertford Jail.|English
LJ012-0189|Hunt, in consideration of the information he had given, escaped death, and was sentenced to transportation for life.|English
LJ012-0190|Widespread horror and indignation was evoked throughout the kingdom by the discovery of the series|English
LJ012-0191|of atrocious murders perpetrated in Edinburgh by the miscreants Burke and Hare,|English
LJ012-0192|the first of whom has added to the British language a synonym for illegal suppression.|English
LJ012-0193|The crimes of these inhuman purveyors to medical science do not fall within the limits of this work.|English
LJ012-0194|But Burke and Hare had their imitators further south,|English
LJ012-0195|and of these Bishop and Williams, who were guilty of many peculiar atrocities, ended their murderous careers in front of the debtors' door at Newgate.|English
LJ012-0196|Bishop, whose real name was Head, married a half-sister of Williams'. Williams was a professional resurrectionist, or body-snatcher,|English
LJ012-0197|"a trade almost openly countenanced when ""subjects"" for the anatomy schools were only to be got by rifling graves, or worse."|English
LJ012-0198|Bishop was a carpenter, but having been suddenly thrown out of work, he joined his brother-in-law in his line of business.|English
LJ012-0199|After a little|English
LJ012-0200|Bishop got weary of the dangers and fatigues of exhumation, and proposed to Williams that instead of disinterring they should murder their subjects.|English
LJ012-0201|Bishop confessed that he was moved to this by the example of Burke and Hare.|English
LJ012-0202|They pursued their terrible trade for five years without scruple and without detection.|English
LJ012-0203|Eventually the law overtook them, but almost by accident.|English
LJ012-0204|They presented themselves about noon one day at the dissecting room of King's College Hospital, accompanied by a third man,|English
LJ012-0205|"an avowed ""snatcher"" and habitué of the Fortune of War, a public-house in Smithfield frequented openly by men of this awful profession."|English
LJ012-0206|"This man, May, asked the porter at King's College if ""he wanted anything?"" the euphemism for offering a body."|English
LJ012-0207|The porter asked what he had got, and the answer was, a male subject.|English
LJ012-0208|Reference was made to Mr. Partridge, the demonstrator in anatomy,|English
LJ012-0209|and after some haggling they agreed on a price, and in the afternoon the snatchers brought a hamper which contained a body in a sack.|English
LJ012-0210|The porter received it, but from its freshness became suspicious of foul play.|English
LJ012-0211|Mr. Partridge was sent for, and he with some of the students soon decided that the corpse had not died a natural death.|English
LJ012-0212|The snatchers were detained, the police sent for, and arrest followed as a matter of course.|English
LJ012-0213|An inquest was held on the body, which was identified as that of an Italian boy,|English
LJ012-0214|Carlo Ferrari, who made a living by exhibiting white mice about the streets,|English
LJ012-0215|and the jury returned a verdict of willful murder against persons unknown, expressing a strong opinion that Bishop,|English
LJ012-0216|Williams, and May had been concerned in the transaction.|English
LJ012-0217|Meanwhile, a search had been made at Nova Scotia Gardens, Bethnal Green, where Bishop and Williams lived.|English
LJ012-0218|At first nothing peculiar was found; but at a second search the back-garden ground was dug up,|English
LJ012-0219|and in one corner, at some depth, a bundle of clothes were unearthed, which, with a hairy cap,|English
LJ012-0220|were known to be what Ferrari had worn when last seen.|English
LJ012-0221|In another portion of the garden more clothing, partly male and partly female, was discovered,|English
LJ012-0222|plainly pointing to the perpetration of other crimes.|English
LJ012-0223|These facts were represented before the police magistrate|English
LJ012-0224|"who examined Bishop and his fellows, and further incriminating evidence adduced, to the effect that the prisoners had bartered for a coach to carry ""a stiff 'un"";"|English
LJ012-0225|they had also been seen to leave their cottage, carrying out a sack with something heavy inside. On this they were fully committed to Newgate for trial.|English
LJ012-0226|This trial came off in due course at the Central Criminal Court, where the prisoners were charged on two counts,|English
LJ012-0227|one that of the murder of the Italian boy, the other that of a boy unknown.|English
LJ012-0228|The evidence from first to last was circumstantial,|English
LJ012-0229|but the jury, after a short deliberation, did not hesitate to bring in a verdict of guilty, and all three were condemned to death.|English
LJ012-0230|Shortly before the day fixed for execution, Bishop made a full confession, the bulk of which bore the impress of truth,|English
LJ012-0231|although it included statements that were improbable and unsubstantiated.|English
LJ012-0232|He asserted that the victim was a Lincolnshire lad, and not an Italian boy, although the latter was fully proved.|English
LJ012-0233|According to the confession, death had been inflicted by drowning in a well, whereas the medical evidence all pointed to violence.|English
LJ012-0234|It was, however, pretty clear that this victim, like preceding ones, had been lured to Nova Scotia Gardens, and there drugged with a large dose of laudanum.|English
LJ012-0235|While they were in a state of insensibility the murder was committed.|English
LJ012-0236|Bishop's confession was endorsed by Williams, and the immediate result was the respite of May.|English
